property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathrooms,bedrooms
1bhk semi furnished flat for rent at Thondayad bypass,1668049540,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk semi furnished flat for rent at Thondayad bypass","{'amount': '16,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/xz7e8b3v7uvy1-IN/image;s=850x0,1bhk semi furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,1,1
"കാലി ഫ്ലാറ്റ് കീശ കാലിയാവാതെ നോക്കും എന്നാണല്ലോ പഴമൊഴി ,Brokees",1628353688,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,കാലി ഫ്ലാറ്റ് കീശ കാലിയാവാതെ നോക്കും എന്നാണല്ലോ പഴമൊഴി ,Brokees","{'amount': '17,500', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/n7dazts1bnmk-IN/image;s=850x0,"ഇഷ്ടമുള്ള വാടക കാലി ഫ്ലാറ്റ് ഞങ്ങൾ നൽകാം,വാടക ഫ്ലാറ്റും തപ്പി ഇങ്ങനെ ദിവസവും കുടുംബവുമൊത്ത് അലയാം എന്നാണോ ചേട്ടാ വിചാരിച്ചിരിക്കുന്നെ ?  അപകടമാണ് .  കൊറോണ അതീവ അപകടകാരിയും .,Jst ring our nbr , tell us your reqrmnt, waits for the option in your whtsapp. Select the best one , close the deal. , Get your appointment now ,Looking for a rental house in city?",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,2,2
ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 3ബെഡ്‌റൂം ഫ്ലാറ്റ് അങ്ങട് തരും,1628355392,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 3ബെഡ്‌റൂം ഫ്ലാറ്റ് അങ്ങട് തരും","{'amount': '50,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/yqh5k0qj0kmt3-IN/image;s=850x0,"എന്തിനാ ചങ്ങാതി ഫ്ലാറ്റും തപ്പി വിലപ്പെട്ട സമയം കളയുന്നെ ? ,brokees ൽ വന്നാൽ എല്ലാത്തിനും ഉത്തരം ആയില്ലേ . നിങ്ങളുടെ മനസിലെ ആവിശ്യങ്ങൾ അറിയിക്കും ,ചേരുന്ന ഫ്ലാറ്റുകൾ ഞങ്ങൾ നൽകാം",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,3,3
അടിപൊളി വാടക ഫ്ളാറ്റുകൾക്ക്  Brokees,1626360475,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,അടിപൊളി വാടക ഫ്ളാറ്റുകൾക്ക്  Brokees","{'amount': '23,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/eve846ckeftm1-IN/image;s=850x0,"Looking for an Rental Flat in kozhikode? ,Welcome to Brokees,                 We are Kerala leading real estate marketing company specialising in the end-to-end solution for property renting,  leasing,  buying and selling. Which present in Calicut Cochin Kannur Thrissur and Kottayam. we are your most reliable and trusted real estate partner.,                    Your search for a sale Land , flat, Villa or house ends here. We are an expert property finder with serving more than hundred thousand buyers across Kerala.  ,  ,    These makes us way ahead then our competitors. Just give us 24 working hours to show you the exact property you have been hunting for.,Get 30% off in Commission charges,HURRY GET YOUR APPOINTMENT NOW",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,3,3
വാടക വീടിനു അവസാന വാക്ക് Brokees,1634370198,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,വാടക വീടിനു അവസാന വാക്ക് Brokees","{'amount': '22,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/q0t9vjyf098r1-IN/image;s=850x0,"വാടക വീടും തപ്പി ഇങ്ങനെ ദിവസവും കുടുംബവുമൊത്ത് അലയാം എന്നാണോ ചേട്ടാ വിചാരിച്ചിരിക്കുന്നെ ?  അപകടമാണ് .  കൊറോണ അതീവ അപകടകാരിയും .,Jst ring our nbr , tell us your reqrmnt, waits for the option in your whtsapp. Select the best one , close the deal. , Get your appointment now ,Looking for a rental house in city?",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Houses & Villas,3,4
New Flat at Bypass,1701585387,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thiruvannur,New Flat at Bypass","{'amount': '13,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/3igezj37zk0m1-IN/image;s=850x0,"First floor,Near thiruvanur bypass,3km to Mims Hospital,5km to Railway station,All amenities nearby,CC camera,6 month rent advance",muralidharan,"Thiruvannur, Kozhikode, Kerala,Thiruvannur, Kozhikode, Kerala",Apartments,2,2
"Hilite ൽ തന്നെ ആവട്ടെ കോഴിക്കോട്ടെ മേൽവിലാസം ,",1629018863,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Hilite ൽ തന്നെ ആവട്ടെ കോഴിക്കോട്ടെ മേൽവിലാസം ,","{'amount': '23,500', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/2fyog52wiv3a1-IN/image;s=850x0,"Looking for a rental property in Calicut?,Looking for a rental flat in city ??,Welcome to Brokees,      We are Kerala leading real estate marketing company specialising in the end-to-end solution for property renting,  leasing,  buying and selling. Which present in Calicut Cochin Kannur Thrissur and Kottayam. we are your most reliable and trusted real estate partner.,                    Your search for a rental flat, Villa or house ends here. We are an expert property finder with serving more than hundred thousand tenants across Kerala.  ,  ,•) 6 month rental replacement guarantee, ,•) Deep cleaned and sanitized units, ,•)  Basic connection setup assistance and,•) Hassle-free documentation ,•) 30% off in Commission charges,    These makes us way ahead then our competitors. Just give us 24 working hours to show you the exact property you have been hunting for.,എന്തിനാ ചങ്ങാതി ഫ്ലാറ്റും തപ്പി വിലപ്പെട്ട സമയം കളയുന്നെ ? ,HURRY GET YOUR APPOINTMENT NOW",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,2,2
ഒന്ന് കേറീട്ട് പോണേ ചേട്ടാ,1634354452,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,ഒന്ന് കേറീട്ട് പോണേ ചേട്ടാ","{'amount': '24,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/0osebs5se6df-IN/image;s=850x0,"Looking for a rental House in city ??,Welcome to Brokees,      We are Kerala leading real estate marketing company specialising in the end-to-end solution for property renting,  leasing,  buying and selling. Which present in Calicut Cochin Kannur ,Trivandram, Thrissur and Kottayam. we are your most reliable and trusted real estate partner.,                    Your search for a rental flat, Villa or house ends here. We are an expert property finder with serving more than hundred thousand tenants across Kerala.  ,  ,•) 6 month rental replacement guarantee, ,•) Deep cleaned and sanitized units, ,•)  Basic connection setup assistance and,•) Hassle-free documentation ,•) 30% off in Commission charges,    These makes us way ahead then our competitors. Just give us 24 working hours to show you the exact property you have been hunting for.",Brokees,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,2,2
Fully furnished Studio Apartment in Landmark,1710168063,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Fully furnished Studio Apartment in Landmark","{'amount': '17,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/zz5lp96v0gkz2-IN/image;s=850x0,"Fully furnished Road facing studio apartment for commercial and residential purpose. TV, Dining table, cots, Refrigerator, cots, AC, washing machine, electric stove available,Apartments have swimming pool and fitness centre,Near to Hilite mall and Kozhikode IT park",Mujeeb Rahiman M,"Thondayad, Kozhikode, Kerala,Thondayad, Kozhikode, Kerala",Apartments,1,1
"2400 sq.ft 3 BHK Duplex for Rent at Karaparamba, Calicut",1706830873,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,2400 sq.ft 3 BHK Duplex for Rent at Karaparamba, Calicut","{'amount': '35,000', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/q8zp2nwnfxtm-IN/image;s=850x0,"Looking for Furnished Flat for Rent at Calicut,Have a Look.,Having this 3 BHK Furnished Duplex is available for Rent at Karaparamba, Calicut.,It has a super built-up area of 2400 Sq. Ft.,Rent : 35000,Having amenities like :-,Set in acres of elegantly landscaped gardens, this residential space has a Party Hall, Jogging Track, Meditation Center, Cycle Track, Amphitheater, Health Center, Sauna and Jacuzzi in addition to the staples like Children’s Park and Swimming Pool,covered parking.,""Note images shown are for representation purpose only actual building differ"",For More details, Contact:,Big Deals Realtors,4th Floor , Hilite Business Park , Palazhi- Calicut - 673016,About Us :,Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.,We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.,We Provide the following Specialised Features :,Hassle free Documentation,Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property,Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",Big Deals,"Karaparamba, Kozhikode, Kerala,Karaparamba, Kozhikode, Kerala",Apartments,3,3
